ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-50056,"URMILA MAHILA MAHAVIDYALAYA, JUNSHI",Uttar Pradesh,Prayagraj,www.umm.co.in,2014,Urban,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-76692,URMILA SINGH MEMORIAL LAW COLLEGE,Uttar Pradesh,Pratapgarh,-,2024,Urban,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-75512,U R S LAW COLLEGE,Uttar Pradesh,Pratapgarh,-,2024,Rural,Affiliated College,Private Un-Aided,U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",State Public University
C-47759,"URSULINE WOMEN'S TEACHERS TRAINING COLLEGE, LOHARDAGA",Jharkhand,Lohardaga,www.uwttcollege.org.in,1971,Urban,Affiliated College,Private Un-Aided,U-0209,"Ranchi University, Ranchi",State Public University
C-35895,"Urumu Dhanalakshmi College, Tiruchirappalli - 620 019.",Tamil Nadu,Tiruchirappalli,www.udc.ac.in,1970,Rural,Affiliated College,Private Aided (Government Aided),U-0448,"Bharathidasan University, Tiruchirappalli",State Public University
C-47204,"U S B COLLEGE OF NURSING, SIROHI",Rajasthan,Sirohi,www.usbeducation.org,2011,Rural,Affiliated College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-40017,"U.S.B. COLLEGE OF TEACHERS EDUCATION,  G-192 AMBAJI INDUSTRIAL AREA",Rajasthan,Sirohi,www.usbeducation.org,2009,Rural,Affiliated College,Private Un-Aided,U-0413,"Mohan Lal Sukhadia University, Uaipur",State Public University
C-69116,USHA COLLEGE OF EDUCATION,Tamil Nadu,Dharmapuri,www.ushabedcollege.com,2015,Rural,Affiliated College,Private Un-Aided,U-0483,"Tamil Nadu Teachers Education University, Chennai",State Public University
C-69593,USHA COLLEGE OF PHARMACY,Jharkhand,Saraikela Kharsawan,https://www.ushapharmacycollege.com/,-,Rural,Affiliated College,Private Un-Aided,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-73438,USHA COLLEGE OF PHARMACY AND MEDICAL SCIENCES,Uttar Pradesh,Ambedkar Nagar,ucpharmacy.in,-,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-65542,USHA DEVI MEMORIAL COLLEGE,Chhattisgarh,Bilaspur,www.tccsbsp.in,2021,Rural,Affiliated College,Private Un-Aided,U-0636,ATAL BIHARI VAJPAYEE VISHWAVIDYALAYA,State Public University
C-15357,USHA EDUCATIONAL INSTITUTE FARAH MATHURA,Uttar Pradesh,Mathura,www.ushaeducationalinstitute.com,2002,Rural,Affiliated College,Private Un-Aided,U-0509,"Dr. B. R. Ambedkar University, Agra",State Public University
C-64934,USHA HIRANMAYE TEACHERS TRAINING INSTITUTE DELED AND BED,West Bengal,Murshidabad,http://www.uhptti.org/,2020,Rural,Affiliated College,Private Aided (Government Aided),U-0766,Baba Saheb Ambedkar Education University,State Public University
C-73733,USHA INSTITUTE OF PROFESSIONAL EDUCATION    ,Bihar,Purbi Champaran,https://uipe.org.in/,2022,Rural,Affiliated College,Private Un-Aided,U-0057,"Aryabhatta Knoweledge University , Patna",State Public University
C-44230,Usha Mittal Institute of Technology for Women,Maharashtra,Mumbai,www.umit.ac.in,1997,Urban,Constituent / University College,University,U-0326,"SMT. NATHIBAI DAMODAR THACKERSEY WOMEN'S UNIVERSITY, MUMBAI",State Public University
C-18007,"Usha Rama College of Engineering & Technology,NH-5, Telaprolu, Near Gannavaram, Unguturu mandal, PIN- 521109.(CC-NG)",Andhra Pradesh,Krishna,www.usharama.edu.in,2008,Rural,Affiliated College,Private Un-Aided,U-0015,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-57121,USHA RANI COLLEGE OF EDUCATION,West Bengal,Paschim Medinipur,www.usharanicedu.org,2016,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-67766,USHA SINGH VIDHI MAHAVIDYALAYA,Uttar Pradesh,Mirzapur,http://usvm.in/,2019,Rural,Affiliated College,Private Un-Aided,U-0527,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi",State Public University
C-52551,"Ushasri Degree College, Kallauru (V&M)",Telangana,Khammam,-,2014,Rural,Affiliated College,Private Un-Aided,U-0019,"Kakatiya University, Warangal",State Public University
C-66099,USHA SRI DEGREE COLLEGE  KUKUNOOR,Andhra Pradesh,Eluru,www.ushasridc.com,2013,Rural,Affiliated College,Private Un-Aided,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-7552,"Ushatai  Dhondge College of Journalisam, Kalamandir, Nanded",Maharashtra,Nanded,ushataidhondgecollege.org.in,2009,Urban,Affiliated College,Private Un-Aided,U-0328,"Swami Ramanand Teerth Marathwada University, Nanded",State Public University
C-24278,Ushodaya College Of Education,Andhra Pradesh,Visakhapatnam,www.ushodayaeducation.in,2007,Rural,Affiliated College,Private Un-Aided,U-0006,"Andhra University, Visakhapatnam",State Public University
C-22033,"Ushodaya College of Education, Wanaparthy",Telangana,Mahabubnagar,http://www.engineerseducationalacademy.com,2003,Rural,Affiliated College,Private Un-Aided,U-0028,"Palamuru University,  Mahabubnagar",State Public University
C-26307,"Ushodaya College of Education, Yemmiganur",Andhra Pradesh,Kurnool,http://ushodayaeducationalinstitutions.in,2002,Rural,Affiliated College,Private Un-Aided,U-0031,"Rayalaseema, University Kurnool",State Public University
C-27686,"Ushodaya Degree College, Bangarupalem",Andhra Pradesh,Chittoor,www.ushodaybpm,2007,Rural,Affiliated College,Private Aided (Government Aided),U-0037,"Sri Venkateswara University, Tirupathy",State Public University
C-35061,"Ushodaya Degree College, Bodhan (5049)",Telangana,Nizamabad,USHODAYADEGREEBODHAN.AC.IN,2010,Urban,Affiliated College,Private Un-Aided,U-0040,"Telangana University, Nizamabad",State Public University
C-24104,Ushodaya Degree College Chodavaram,Andhra Pradesh,Anakapalli,www.ushodayaeducation.com,2002,Rural,Affiliated College,Private Un-Aided,U-0006,"Andhra University, Visakhapatnam",State Public University
C-75177,USHODAYA DEGREE COLLEGE DEVARAPALLE,Andhra Pradesh,Anakapalli,ushodayadegreecollege.com,2017,Rural,Affiliated College,Private Un-Aided,U-0006,"Andhra University, Visakhapatnam",State Public University
C-35023,"Ushodaya Mahila Degree College, Bodhan (5039)",Telangana,Nizamabad,www.umdcbodhan.com,1997,Urban,Affiliated College,Private Un-Aided,U-0040,"Telangana University, Nizamabad",State Public University
C-12460,"USMANI DEGREE COLLEGE, MAHEWAGANJ, LAKHIMPUR,",Uttar Pradesh,Kheri,WWW.USMANIDEGREECOLLEGE.COM,2010,Rural,Affiliated College,Private Un-Aided,U-0524,UNIVERSITY OF LUCKNOW,State Public University
C-60276,U.S. OSTWAL INSTITUTE OF PHARMACY,Rajasthan,Chittorgarh,https://usostwalpharmacy.com,2018,Rural,Affiliated College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-57034,U.S. OSTWAL PG COLLEGE,Rajasthan,Chittorgarh,www.usostwalsci-artsclg.com,2016,Rural,Affiliated College,Private Un-Aided,U-0413,"Mohan Lal Sukhadia University, Uaipur",State Public University
C-68757,U S P ARTS AND SCIENCE COLLEGE FOR WOMEN,Tamil Nadu,Tenkasi,www.uspwomensartscollege.in,2020,Rural,Affiliated College,Private Un-Aided,U-0464,"Manonmaniam Sundaranar University, Tirunelveli",State Public University
C-14630,U.S.P.College of Education,Tamil Nadu,Tirunelveli,www.uspedu.in,2007,Rural,Affiliated College,Private Un-Aided,U-0483,"Tamil Nadu Teachers Education University, Chennai",State Public University
C-74031,USTAD ABID HUSSAIN KHAN SAHEB SANGEET EVAM KALA MAHAVIDHYALAY,Madhya Pradesh,Indore,-,2016,Urban,Affiliated College,Private Un-Aided,U-0629,"Raja Mansingh  Tomar Music & Arts University, Gwalior",State Public University
C-50742,"USWATHAN HASANA MAMANJI HAJI ABDUL LATHEEF WOMENS COLLEGE, PALLAPATTI",Tamil Nadu,Karur,www.uswathunhasanaclg@gmail.com,2011,Rural,Affiliated College,Private Un-Aided,U-0448,"Bharathidasan University, Tiruchirappalli",State Public University
C-35870,"Uswathun Hasana Oriental Arabic College, Pallapatti - 639 205",Tamil Nadu,Karur,www.mdyusufdawoodi@gmail.com,1990,Rural,Affiliated College,University,U-0448,"Bharathidasan University, Tiruchirappalli",State Public University
C-76207,"UTKAL COLLEGE OF NURSING, TAMANDO",Odisha,Khordha,-,2025,Urban,Affiliated College,Private Un-Aided,U-1299,ODISHA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-65891,UTKAL INSTITUTE OF MANAGEMENT,Odisha,Khordha,www.uim.org,2021,Rural,Affiliated College,Private Un-Aided,U-0351,"Biju Patnaik University of Technology, Rourkela",State Public University
C-76026,"UTKAL INSTITUTE OF MANAGEMENT AND LEGAL STUDIES, RAYAGADA",Odisha,Rayagada,-,2024,Rural,Affiliated College,Private Un-Aided,U-1184,MADHUSUDAN LAW UNIVERSITY,State Public University
C-68530,UTKAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Odisha,Khordha,-,-,Rural,Affiliated College,Private Un-Aided,U-0351,"Biju Patnaik University of Technology, Rourkela",State Public University
C-71632,UTKALMANI GOPABANDHU DEGREE MAHAVIDYALAYA MATHILI MALKANGIRI,Odisha,Malkangiri,-,-,Rural,Affiliated College,Private Un-Aided,U-1280,VIKRAM DEV UNIVERSITY,State Public University
C-50722,"UTKALMANI SANSKRIT MOHAVIDYALAYA, BETADA",Odisha,Bhadrak,www.ugscbetada.com,1991,Rural,Affiliated College,Local Body,U-0364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",State Public University
C-23103,Utkal Sangeet Mahavidyalaya,Odisha,Khordha,www.usmbbsr.in,1964,Urban,Affiliated College,State Government,U-0365,"Utkal University of Culture, Bhubaneswar",State Public University
C-31226,UTKARSH ACADEMY FARRUKHABAD,Uttar Pradesh,Farrukhabad,http://utkarshacademy.in/,2001,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-46731,"UTKARSH COLLEGE OF MANAGEMENT EDUCATION, BAREILY",Uttar Pradesh,Bareilly,www.utkarshcollege.com,2012,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-63737,UTKARSH COMPUTER INSTITUTE,Madhya Pradesh,Balaghat,utkarshcomputer16gmail.com,2018,Rural,Recognized Center,University,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-53571,"UTKARSH MAHAVIDHAYALA, WEIR BHUSAWAR ROAD WEIR",Rajasthan,Bharatpur,utkarshcolleges.co.in,2015,Rural,Affiliated College,Private Un-Aided,U-0793,MAHARAJA SURAJMAL BRIJ UNIVERSITY,State Public University
C-39864,"UTKARSH MAHAVIDHYALA, SAJJAN GARH",Rajasthan,Banswara,www.utkarshcollege.org,2010,Rural,Affiliated College,Private Un-Aided,U-0896,"Govind Guru Tribal University, Banswara",State Public University
C-65404,UTKARSH MAHAVIDHYALAYA DHOLIYA BHATA KOJA DHORIMANNA,Rajasthan,Barmer,www.utkarshmahavidyalaya.com,2019,Rural,Affiliated College,Private Un-Aided,U-0399,"Jai Narain Vyas University, Jodhpur",State Public University
C-68847,UTKARSH NURSING COLLEGE,Uttar Pradesh,Kanpur Nagar,www.utkarshnursingcollege.com,-,Rural,Recognized Center,Private Un-Aided,U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,State Public University
C-75959,UTKARSH PARAMEDICAL INSTITUTE BALAGHAT ,Madhya Pradesh,Balaghat,www.utkarshparamedical.com,2020,Urban,Affiliated College,Private Un-Aided,U-0996,"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR",State Public University
C-45130,"UTKARSH SCHOOL OF MANAGEMENT & TECHNOLOGY,RAMPUR ROAD",Uttar Pradesh,Bareilly,www.utkarshcollege.com,2010,Urban,Affiliated College,Private Un-Aided,U-0525,"Mahatama Jyotiba Phule Rohilkhand University, Bareilly",State Public University
C-9713,"Utkarsh Shiksha Mahavidyalaya, Naila Road, Sarkho",Chhattisgarh,Janjgir-Champa,https://ucoesj.in/,2009,Rural,Affiliated College,Private Un-Aided,U-1160,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA,State Public University
C-62062,Utkarsh Vocational Training Collage,Maharashtra,Nanded,www.ssmandal.net,1959,Rural,Affiliated College,Private Un-Aided,U-0328,"Swami Ramanand Teerth Marathwada University, Nanded",State Public University
C-43205,"Utkranti Law College, Jarud.Tq.Warud Distt-AmravatI",Maharashtra,Amravati,srkklawcollegejarud.in,-,Rural,Affiliated College,Private Un-Aided,U-0324,"Sant Gadge Baba Amravati University, Amravati",State Public University
C-42831,"Utkranti Mahavidyalaya, Jarud. Tq.Warud",Maharashtra,Amravati,https://sbkbcamahavidyalayajarud.co.in,2008,Rural,Affiliated College,Local Body,U-0324,"Sant Gadge Baba Amravati University, Amravati",State Public University
C-5795,U. T. S. Mahila Arts College,Gujarat,Kheda,www.mahilaarts.org,1966,Rural,Affiliated College,Private Aided (Government Aided),U-0148,"Sardar Patel University, Vallabh Vidyanagar",State Public University
C-46029,"UTTAM INSTITUTE OF MANAGEMENT STUDIES, RUNAKTA, KIRAWALI ROAD , AGRA",Uttar Pradesh,Agra,-,-,-,Affiliated College,Local Body,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-15137,"UTTAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,RUNKATA,AGRA",Uttar Pradesh,Agra,www.uttaminstitute.ac.in,2008,Urban,Affiliated College,Private Un-Aided,U-0509,"Dr. B. R. Ambedkar University, Agra",State Public University
C-45904,"UTTAM MEMORIAL COLLEGE, RAIGARH",Chhattisgarh,Raigarh,www.uttamcollege.ac.in,2011,Rural,Affiliated College,Private Un-Aided,U-1160,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA,State Public University
C-64757,UTTAM PRAKASH AGARWAL COLLEGE OF COMMERCE AND ECONOMICS,Rajasthan,Sirohi,www.upaca.edu.in,2013,Rural,Affiliated College,Private Un-Aided,U-0413,"Mohan Lal Sukhadia University, Uaipur",State Public University
C-77104,UTTAM PRASAD YADAV DEGREE MAHAVIDYALAYA PIRRA CHANDAN BANKA,Bihar,Banka,www.upydmpcbanka.ac.in,2023,Rural,Affiliated College,Private Aided (Government Aided),U-0076,"T.M. Bhagalpur University, Bhagalpur",State Public University
C-71505,"UTTAMRAO DAHAKE SHIKSHAN MAHAVIDYALAYA, KANHERI SARAP, TQ BARSHITAKLI, DIST AKOLA",Maharashtra,Akola,www.udahake.com,-,Rural,Affiliated College,Private Un-Aided,U-0324,"Sant Gadge Baba Amravati University, Amravati",State Public University
C-54455,uttarakhand aayurvedic college,Uttarakhand,Nainital,www.utrakhandayurvediccollege.in,2014,Rural,Affiliated College,Private Aided (Government Aided),U-0565,"Uttarakhand Sanskrit University, Hardwar",State Public University
C-47605,"UTTARANCHAL AYURVEDIC COLLEGE, RAJPUR ROAD, DEHRADUN",Uttarakhand,Dehradun,uacayureveda.org,2001,Urban,Affiliated College,Private Un-Aided,U-0565,"Uttarakhand Sanskrit University, Hardwar",State Public University
C-24683,"Uttaranchal College of Technology and Biomedical Science, Saharanpur Road, Dehradun",Uttarakhand,Dehradun,www.ucbmsh.org,-,Urban,Affiliated College,Private Un-Aided,U-0819,HEMWATI NANDAN BAHUGUNA MEDICAL EDUCATION UNIVERSITY,State Public University
C-24654,"Uttaranchal Dental Medical and Research  Institute, Dehradun",Uttarakhand,Dehradun,www.udmri.in,-,Rural,Affiliated College,Private Un-Aided,U-0819,HEMWATI NANDAN BAHUGUNA MEDICAL EDUCATION UNIVERSITY,State Public University
C-57795,Uttaranchal Institute of Hospitality Management and Tourism,Uttarakhand,Dehradun,www.uihmt.com,2016,Rural,Affiliated College,Private Un-Aided,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-74611,"UTTARANCHAL MEDICAL COLLEGE OF AYURVEDA AND RESEARCH, PREMNAGAR, DEHRADUN ",Uttarakhand,Dehradun,https://umcar.in/,2024,Rural,Affiliated College,Private Un-Aided,U-0681,UTTARAKHAND AYURVED UNIVERSITY,State Public University
C-44643,Uttaran College of Education,West Bengal,Purba Bardhaman,www.uce.co.in,2008,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-66153,UTTARAN COLLEGE OF EDUCATION,West Bengal,Bankura,educationunderuce-wb.org,2009,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-76333,UTTARAN INSTITUTE OF SOCIAL SCIENCES,West Bengal,Purba Bardhaman,uissbwn.in,2025,Rural,Affiliated College,Private Un-Aided,U-0569,The University of Burdwan,State Public University
C-57135,UTTARAYAN COLLEGE OF EDUCATION,West Bengal,Cooch Behar,www.uttarayancedu.org,2016,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-64582,UTTARAYAN COLLEGE OF LAW,West Bengal,Cooch Behar,https://uclawindia.com/,2019,Rural,Affiliated College,Private Un-Aided,U-0787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,State Public University
C-73675,UTTAR BANGA MAHESHWARI COLLEGE,West Bengal,Darjeeling,www.ubmcollege.com,2022,Rural,Affiliated College,Private Un-Aided,U-0579,"North Bengal University, Darjeeling",State Public University
C-42685,Uttar Banga Womens' B. Ed. College,West Bengal,Malda,www.uwwbed.org.in,2008,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-17115,Uttar Barpeta College,Assam,Barpeta,uttarbarpetacollege.ac.in,1991,Rural,Affiliated College,State Government,U-0052,"Gauhati University, Guwahati",State Public University
C-33561,Uttar Bharatiya Sanghs Mahendra Pratap Sharada Prasad Singh College of Commerce & Science,Maharashtra,Mumbai,www.mpspscollege.com,2003,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-62972,UTTAR DINAJPUR PRIMARY TEACHER TRAINING INSTITUTE RAIGANJ,West Bengal,Uttar Dinajpur,www.udptti.com,2003,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
